review|class
This H&M hassomany choices and varietiesjuat that the guy who was handling the trial room was very impolite and rude. As me and my sister were planning to enter the trial room to try the dresses he stopped us saying we can’t go together which my sister did not understand what he was saying as other H&M stores always allows plus we had a baby. As she moved ahead he said “ do you understand what I am saying. Sorry what is this way of speaking with client asking do you understand.?  At this I was very surprised to his way of talking with the clients. Sorry to say but please train that guy how to speak with clients and to use polite terms and gentleness in speach than  trying to flaunt his style and rudeness. I lost the mood to even buy the clothes and I just tried them and hand it over to him. He needs to tone down his way of speaking. I don’t know his name but he was speaking Italian and had dreads Hair. I wanted to complain right away but was so annoyed and upset that I just walked out of the store.|0
Hello, Yesterday at 4.15pm while I was looking at selling clothes, someone stole my wallet from my bag. I immediately noticed your security guard that were near the exit . He wasn’t helpful at all, just said”  What can I do?”. You should have cameras and view the recorded immediately because the thief was still in the shopping centre and even in your store to rob some of your other costumers.|0
Absolutely APPALLING customer service!!! Would never shop here again. This is the flagstore in London and was shocked to recieve such poor customer service by its sales assistant.  Waited in the queue for more than 20 minutes on the main floor with only 3 Sales Assistants on the till with over 20 customers waiting to be served.  When I eventually reached the top of the queue one the SA’s signed out leaving only 2 members of staff on the tills. What appealed to be a manager, mumbled over tanoy for other SA’s to come onto the tills, no one arrived, the music was also too loud. Waited a further 10 minutes to FINALLY be served with what was an insensitive and crass SA. When I complained to her she was unapologetic, inconsiderate and unconcerned with the fact that loyal customers had been waiting for more than 20/30mins.  Wouldn’t recommend this store in a million years. Its a shame as H&M clothes are lovely and as the flagship store that represents London/England it has been thoroughly let down by its lack of well trained curteous staff. P|0
The staff has forgotten the tag on the clothes,didn't realised until I got home. So I had to returned and waisted 2H traveling because of staff mistake. The manger has just appologies,belived it should have been fair to pay for my time|0
Rubbish customer service who laugh in your face for mistakes they make very unprofessional staff need training on communication and manners|0
I went to Westfield Stratford I  always enjoy shopping at H&M  today I  went to the store I been served by lady called Diena I bought two item to exchange one item was over 27 days I am only allowed to exchange I said that’s fine when I bought new clothes she lift it on the and asked me to pay the deference then I said why did you not exchange she said in a rude way I already made the transaction I said then you have to refund this trouser and then  I can exchange the item she gave me a dirty look I said you waste my time  and yours time she rippled back in a rude way if you are not happy leave your feedback on the website and then I said you are rude can I see your manager she called the manager I said she is rude to me guy working next tell his name was T.J response was to me you are rude I saw you manger standing out there and doing nothing and everyone in the shop are watching us I said this is very unprofessional manger didn’t say nothing apart for that what need to do I said leave it and he said its fine you can go lady I said I think your staff need costumer service training while I am leaving Dienien gave me a  dirty smirk  and no  apologise.|0
Very very slow on the tills. Lack of staff. If paying in cash is a nightmare waiting ages just to pay for 2 things|0
I happened to venture into there new store in Stratford,. Why do they put woman's clothing next to the mens ? I found the men's section  cluttered and disorganised with a boring selection. I was informed by the staff when I managed to find one, to look online. What!!!        Poor customer service|0
Whenever im buying anything from H&M the clothes after 3-4 weeks are not suitable to use anymore. Plenty of holes everywhere etc. Can't believe that primark is way better in terms of quality...|0
Nice style poor poor quality for the prices they have!|0
HATE THIS STORE.THE SECURITY GUARD IS USELESS AND THE STORE MANAGER ON THE BOTTOM FLOOR IS SO RUDE AND RACIST!! MY PHONE GOT STOLEN AND STORE MANAGER DIDNT CARE MADE ME GO THROUGH MORE STRESS. NEVER HAVE BEEN TREATED WITH THAT MUCH DISRESPECT I USE TO LOVE GOING TO THIS STORE BEFORE. NEVER AGAIN!!! MADE A COMPLAINT TO HEAD OFFICE!!|0
Staff can't calculate, I bye 3 for to, 2 of them £6 one £8, and I returned that from £8 for oder from £6, and payed them more re money how is possible I will never shop for h&m on Stratford|0
Poor shopping experience as the staff were non existent and disengaged.|0
Ordered something on-line. Wanted to return at the store as item not as expected. Was advised I need to contact with the customer service after paying for the parking and spending time in a long queue. Very disappointed.|0
Very poor customer service , was there on Friday 2 November 2018 between ( 6/7pm) , they had no bags in store . Manager just keep saying sorry, No action , top of that they charged me 5p for a small paper bag ???? I thought we get charged just for plastic ?? Felt so horrible , I had lot of stuff couldn’t fit everything ( jackets / jeans / jumpers ) in small 5p bags . End up carrying everything in my hand ... so discussed|0
Clothes are nice but music is far too loud. I see people leaving after having their eardrums burst just by walking into the store.|0
Closing the fitting rooms att 45? Make me sad that costumer service is this bad. Not that sad about the fact that I'm not coming back tho.|0
Came in for click and collect. After waiting for 10 minutes at the pick up point I had to queue up in order to speak to a member of staff. Who then sent me back to the collection point and after a few minutes a very rude girl name Adina came and made the experience even worse. I am extremely disappointed with the level of service provided.|0
Rudest workers I’ve ever had to interact with.|0
Everything in there is designed to make you feel ugly.  It is terrible. Do not enter.|0
Shelves look like a jumble sale. Staff rude, pushing past customers and grumpy at checkouts|0
Google map pin is in the wrong location. This store is in Westfield Stratford. Not near Liverpool Street station|0
Plenty of metallica t-shirts but no metallica hoodie. Disappointed|0
Not great|0
Worst hm in the world, staff is rude, the place is a mess, don't go there for the love of god|0
It was awful experience during covid. Especially,  manager Erica!|0
Every time I've popped into H&M, I've come across a store with no sales assistants.|0
Very busy, nothing special, lots of sales but nothing that jumps out at you|0
Not a great selection of man's clothing while female have two three floors..|0
Never there!|0
Very Bad customer service, staff not professional, no manners|0
Is there any staff who actually work here|0
Rude staff in fitting rooms.|0
Poor service|0
Didn't go there|0
Loud music makes it difficult to hear and be heard.|0
Worst company|0
Not there|0
Too crowded|0
Small size|0
Rubbish|0
This is the wrong location!|0
Absolute chaos|0
Staff were so incredibly rude as if the atmosphere in and H&M isn’t already awful enough. The new self check out is ridiculous and I felt judged by staff for not being able to use it properly like I’m supposed to know the procedures.|0
(Translated by Google) Very little choice, no helpful staff in sight  (Original) Bardzo mały wybór ,nie widać personelu pomocnego|0
(Translated by Google) They make poor quality clothes  (Original) Делают некачественно одеждой|0
"I visited on the 24th and bought a few items. The store itself was clean and everything was easy to find. I went to pay in the men's section. I was third in line. A member of staff highly encouraged us to use the self-service rather than speak to a person, quickly explained the process, and said she'd get me a bag.  I scanned the first item, no luck, had to wait for the staff member. She's next to me, explaining to a man and woman how they're not using it right. It's at this point the staff member says, ""Let him do it. Men are better at it."" I was mortified. The staff member then has to stand and scan all my items for me as none of the barcodes work. She walks off as I pay and I am left waiting for a bag. I have to alert the cashier I originally wanted to buy from and they get me a bag instead. All three people could have been served by the cashier in half the time if this staff member had just left us alone.  Upon arriving home, I realize they haven't removed the security tags from two of my items. I now have to go back out (I'll be going to my local one in Norwich, not this one!!) and get the tags taken off before I can wear my purchase.  Awful service and I can't believe what was said by your staff."|0
The cashier and some of the staff were racially profiling customers (black and brown mostly) and treated them differently  had a very bad experience|0
Very disappointed with 16th century fashion that has arrived at H&M. Quality of clothes is a lot of the time questionable. However the shop is tidy and staff is nice|0
I wanted school uniform and they had nothing. Thought they should of had a range at least. Its a really big store.|0
"Beautiful range of clothing and sizes the only problem was the staff at the tills. Approached the tills with my items and two young girls were completely ignoring my presence while serving me talking about Harry Potter and what houses they were in 😂 the only thing I got from the girls were ""thats £15"" and a ""bye"" after i paid. Either the manager didn't care for how they treat customers or they just have the poorest customer service skills ever and should the company should reconsider their staff or get them retrained 😂😂"|0
Store layout makes no sense, it is hard to find items and the never seems to be any staff on the shop floor to ask for help.|0
Hardly any staff and only has plus sizes online and not instore which is quite discriminatory for modern day.|0
Am starting to not like shopping here.. They seem to cater to people that only wear slim fit jeans pants.. I can't find a boot cut or straight fit Jean's pants to safe my life.. and they only had one Jacket line like really summer is over where are the winter collections?|0
"You'd think with this new much bigger store they'd have more staff but they don't. There's always a queue on every floorostly because these rarely more than 3 people on the check out. Because it's a new store staff don't know where anything is and seem unwilling to show you. I was simply directed to ""upstairs"" when I asked for something. Went check out and even tho the queue was more than 20 people deep, someone actually jumped off the cashier to hang clothes up. Very annoyed!"|0
Untidy shop with no customer service|0
Don’t like self check out. I’d rather be served by a human.|0
Disgustingly busy, but it's the weekend. Good range of clothes, even if not my style. The service was slow, even for a weekend. I'd avoid this place at all costs.|0
The H&M home section in the Stratford branch is beautiful, but the staff in the Home section are so unwelcoming. No smile and they make you feel awkward. Really puts me off going there.|0
it so so there is  not much things in a.y stores|0
Although this branch has homeware, nightware, lingerie, sports and the usual Men, Women and Children's, I was not impressed. Been to better laid out and stocked branches.|0
The quality of clothes has gone down drastically since the pandemic, what a shame, it used to be my favourite store|0
Never staff to help you. It's almost like they are shortly staffed|0
Not much for grown ups here.|0
Would give a 4 if they didn't leave security tags on items second time a row!|0
Customer service is terrible!|0
good collection but bad customer service during the Christmas, she didn't even look at me, and it wasn't busy.|0
It's good|0
Nothing available over a 12. Staff difficult to find and disinterested.|0
No options for petite taille|0
Poor customers service|0
Goood|0
Always busy|0
(Translated by Google) The store is large and has a variety of goods, but the prices are very high  (Original) المتجر كبير و فيه تعدد للسلع لكن الاسعار جدا مرتفعة|0
(Translated by Google) Good prices but looking for clothes by size on the label is a struggle  (Original) Preços bom mais procurar roupa por tamanho na etiqueta é uma luta|0
I find that this H&M is not layed out very well. They hardly have any clothing to choose from for boys over 8 years old. The options were very poor and same for ladies clothing. Styles are very boring and I have not been able to find anything I like in this place. H&M used to be my favourite store but I haven't been able to find anything I like for months! There weren't many to choose from.|1
This is a big store and they usually have a huge collection of clothes. The prices are usually affordable. The staff are helpful and try to find the clothes for you if you have any difficulty.|1
Nice big store, missus couldnt find anything she liked bar the home section. Mens section was pretty poor tbh from style to quality and 60quid for cargo bottoms.... have a laugh|1
It was massive as they have 1 on each level. I got there around 5:30pm and they close at 6pm so I did my shopping then it was 5:58 that's when the security came to me pushing  me to get out like he would literally intimidate you to get out even when I had something to pay for.  They clothes are okay  but the nice ones are hidden so you have to spend a lot of time looking.|1
Store it is impecable, although i wont give full stars as i think full experience isnt just about presentation of the store which was great, although girls at the cashier were chatting in between then and not paying attention to the customers, lady no did eye contact,, did not asked me for my customer account for point collection, i was basically doing the job for her. Not really nice, i believe this needa to be managed|1
Brightly lit store with a great layout but their range is simply too 'highstreet' for me. However, you do get what you pay for, is always well stocked and great customer service.|1
I visited to see the items which I saw online but had a hard time locating. I will most likely continue shopping online instead. There was a different layout but I haven't been to this branch in months.|1
I love H&M but need who staff work more customer, I saw some them didn't know self check, staff rude show scan them then they left item lol.|1
Tis was a good experience. They have social distancing in place also the staff are nice. I was waiting in the queue and the young lady at the till was taking forever like super forever. Then another young lady came over and opened up another till, she served me and the original till lady was still serving that same customer. So a nice touch there of customer service.|1
I shop here often, quality is great and so is customer service except one aspect. Usually when I drop clothes off for a voucher I quickly get served and all is good. Today, during busy hours, when I went to drop clothes off for a voucher the staff were awkwardly aware of my presence. After waiting for 10mins I got someones attention and I was told I was supposed to get in the queue. Luckily I was given a voucher immediately due to the inconvenience which I appreciate. But next time staff should be more aware.|1
Came here a few days ago and was bringing some clothes for my friend into her changing room. The lady behind the desk at the changing rooms had a bad attitude towards customers and wouldn’t let me go towards the changing room my friend was in and had a go at me for trying. I didn’t get her name but she has a strong foreign accent.  Other staff members were lovely but this one...  not so much.|1
It was nice and clean. Fitting room staff in the top floor, children section were not enough helpful as they supposed to be. I couldn't buy the clothes which I was interested.|1
Nice shop.... got some pretty stuffs|1
I love this store,it's clean and tidy things are easy to find which is just as well as when I was there the staff were very busy chatting to each other and didn't seen to want to help the shoppers! The security guard on the other hand was very helpful. There wasn't any staff in the changing rooms,it was like a jumble sale in there, very disappointed.. More staff training needed maybe!!|1
The shop is nice having vast variety of cloths. You can get clothes of your choice here at reasonable prices.|1
Good size store, I assumed it would stock a bigger range due to the size of the store. The children department is disappointing as it seems very small. The store is always neat and tidy when I visit. Would be good to have more people serving when busy.|1
New store is a lot better, but the person who came up with the idea of those annoying curtains in the changing rooms is quite silly. 1) they don't fully close 2) the curtains are closed at times even if no ones inside 3) mirrors everywhere so a small gap is very exposing 4) the shop floor assistant opened the curtains on me while I was changing even though the curtains were fully shut. Just save customers the hassle and build standard lockable cubicles.|1
Trailing round after my wife who actually bought something 😳 …|1
Affordable fashion in general, didn't like how unstructured the jackets were...tried a few, didn't buy any...disappointed as I liked the fabrics/ patterns.|1
It's ok , could do with a bit more variety as the stock  looks the same every time you visit 😂 …|1
Did a lot of walking around trying to find things, didn't  appear  to have specific areas , to me it was a muddle.|1
Big store but quene up for fitting room for long time, don't know why they don't open other floor of fitting room as such a large amount of customers waiting|1
Nice store. Very big. Clothes could be organised better.|1
The Stratford Westfield H&M is huge, has lots of variety of things, but there is always a huge queue for the checkouts whenever I've been. Not great when you were hoping to grab something quickly in your lunch break or before heading home from work.|1
Was good, got what I needed on a blazing hot day! Escaped the masses because luckily this shop is at the front. 2021 beh beh.|1
Visited to get a gift card.|1
It’s a lovely place|1
Music is always too loud|1
Wasn't really too happy they didn't have many men's where's especially when it comes to the jeans|1
Good staff not my sort of clothes.|1
Okayish range of clothing however zero. Staff presence of floors, one has to literally scour the floors to find some help.|1
Clothes shop... took mum to return some stuff she bought for my nephew. Clothes were too small ... growing baby|1
Nice stuff but too much busy when I visited.|1
Not a good collection|1
Very busy and the best lines often sell out quickly.|1
Needs a new designer. The clothes are a bit boring nothing I'd really want to buy|1
Not bad but can be better quality and style|1
Was always a good place to shop. Something has changed though... Probably the economy has affected the life of these places|1
No one to ask for help.|1
I like this shop. But why does the candles have no smell when burning|1
Like their ranges. My favourite cargo trousers. Great comfy casual gear|1
Ridiculously long queues, worse than store before. Would be nice to see actual takes not crop tops so much.|1
Nice shop but size are small so get one size bigger|1
Clothes can reasonably priced but it's just too busy and hardly any staff around to help.|1
Not a huge range of clothes but good customer service.|1
Like all the h&m but i found there all i wanted so it is a bigger one.|1
The staff members gathered up and talking about what he is going to be cooking tonight and everyone  (other staff) are ganged around him and laughing with each other rather than helping customers.  One lady asked for different size the worker goes it's all sold out. But soon as the lady walked away this girl in scarf said to another colleague man I can't be bothered to show her around there some more people's. Overalls there was plenty of staff but not hard workers they were useless for the customers services.|1
I been a here a few time but sadly couldn't get help from the staff|1
The music is too  loud makes it hard to shop at least  for me...Wasn't able to find the jeans I wanted and such a shame no student discount|1
1 lift for all the mummies with buggies and the staff. Not really helpful|1
Good but they need to do a lot|1
Good prices, service is none existence|1
Did not have what I was looking for. The boys section is so small.|1
Not much decent clothing in the girls range.|1
Like all H&M clothes are daily priced.|1
Nice job 👌 …|1
Great for girls clothes, not so much for boys|1
Not so organised.|1
Not my stylebut nice if you look for casual dress|1
Plain clothes and always busy. Hard to find staff|1
bad service but got a nice shirt so can't fault it|1
Better than Next and River Island|1
An alright H&M store. Staff ok, store bit smaller than other branches.|1
good|1
Ok ok collection was there|1
Quality for what you paid. Bur less size available|1
Useful for recycling|1
Not much for older ladies|1
Not a huge selection for tweens|1
Not the right shop for me|1
Not enough staff and not very helpful.|1
Did not find good deals for the children.|1
Usual hnm|1
Alway able to find something I like.|1
Just another clothing outfit. Nothing special.|1
Not anything in special on collections|1
Need to be organised and more assistant|1
Not very familiar with the shop|1
Average in amongst chain stores|1
Nice one|1
Looks confused..|1
Too busy|1
not great not bad|1
Not much|1
Normal|1
Good choice of clothing|1
Good.|1
Small menswear section|1
Usual|1
Value for money|1
Nothing much available|1
Quite slow on the queue|1
Good|1
Decent collection|1
Not what I was looking for|1
Its H&M|1
Just okay.|1
(Translated by Google) The prices are very high for the quality of the clothes.  (Original) La calitatea care o au hainele sunt preturile foarte mari.|1
Hay mucha mercancía pero por el hecho de no haber sido tratada correctamente por un empleado, tuve que irme con las manos vacías.  (Translated by Google) There is a lot of merchandise but due to the fact that I was not treated correctly by an employee, I had to leave empty handed.|1
(Translated by Google) High prices, the selection of goods and sizes is not adjusted  (Original) Visoke cijene,izbor robe i velicine nije prilagoden|1
Mehhh|1
(Translated by Google) Fair  (Original) Passable|1
(Translated by Google) God shopping  (Original) Gud shopping|1
(Translated by Google) HM  (Original) H&M|1
Two floor H& M store ground floor ladies and first floor mens and children. Has decent variety of clothing for all age and gender.|1
Beautiful vibrant clothes. Clean, neat and tidy. Parking available located in Westfield Shopping centre (Stratford). Food courts  available.|1
A current fashion- house. Liked by the younger population which it serves well. Good displays and decent staff. It's a part of the Westfield complex with all its amenities.|1
I have always found this shop very reliable as well as decent fashion. I am a man, so I come in one day in search of a kimono. I found a cream coloured one that also had a price cut to £20. I bought it and it matches my style, holla at your boy, bless.|1
Large well kept store definitely one of the better h&m stores about|1
Huge selection of clothing for men, women and children, although they left the security tag on an item, not a single person to assist me when the alarm went off at the door.|1
I'm looking forward to getting my beautiful sequin dress here ear to wear for a night out out this weekend. It costs £35 and it's ridiculously gorgeous.|1
A well managed store for men and women cloth and accessories.|1
Good choice of clothes etc Staff was ok|1
Perfect time to visit this store, I would say is early morning literally within the first or second hour of opening. Store was organised and not too busy so was able to have a good look around. A large range of items across the three levels. Women's clothes dominant the store of course and you can find something to suit any budget and age. They also have a small beauty section. Store is pretty amazing carrying accessories, swimwear, lingerie, footwear, sports wear, children's wear, men's and even a small  home section. Staff on tills are friendly and really helpful with a query I had. Didn't have what I went in for (beauty item) but came out with other things I needed. Good overall store.|1
Two floor H& M store ground floor ladies and first floor mens and children.|1
Good winter collection 👌.  Reasonable price. …|1
The shop is on sales this Summer.. a good time to visit.  The counter lady was so pleasant and customer friendly.|1
Limited stuff for men and not always the best quality the but during sales you can grab a good bargain|1
Good range of summer wear. Really good prices and the quality is good too.|1
Always something wonderful and reasonably priced|1
My favourite store and is a big branch and I love the variety but once more I'll say the same thing the there's not enough staff on the shop floor to help customers.|1
Good stuff for ladies and children.|1
Picked up some things for my daughter as H&M stock a size 4 and my daughter is very slim, which is great. My only issue coming from a retail background is the staff on the tills in most shops. They always look so miserable! I understand working long hours and some customers can be quite testing, however, some of these people need to may be work on their customer service skills! Or just simple smiles would be a good start!!!|1
I've shopped at H&M since the 90s and always return for the shopping experience of space, good floor visual merchandising and great products and good prices. However the last 2 visits have been disappointing with very ordinary stock and poorer quality fabrics and choices. It seems the company is hedging oooh the safe bet with nothing interesting or quirky in stock. So I'm not purchasing as there's nothing I can't get anywhere else at equally good prices. Pity really.|1
The good the bad & ugly of shopping in H&M, 1st the good, l always find great clothes at reasonable prices 2nd the bad, you can't find any staff to help with sizes everything is really self service 3rd the ugly, l bought a suit at full price about four weeks later it had gone down to half price 🤔 l deserve a badge for sticking with H&M|1
Nice prices well stocked. Expect to queue if you need to use fitting room, one till takes cash as others card only, not over crowded.|1
Nice store. Lots of choice. Wife loves all their clothes. Great maternity selection. Love the their glass lit lift the best tho. You must check it out. Proper physechelic|1
It was nice going in there, seeing all the different things they've got. I didn't get the dress I was looking for though 😁 …|1
𝑽𝒆𝒓𝒚 𝒃𝒖𝒔𝒚 𝒉𝒆𝒍𝒑𝒆𝒅 𝒂 𝒇𝒓𝒊𝒆𝒏𝒅 𝒕𝒐 𝒑𝒊𝒄𝒌 𝒖𝒑 𝒔𝒐𝒎𝒆 𝒎𝒆𝒏 𝒔𝒕𝒖𝒇𝒇, 𝒕𝒉𝒆𝒚 𝒈𝒐𝒕 𝒓𝒆𝒂𝒍𝒍𝒚 𝒏𝒊𝒄𝒆 𝒔𝒕𝒖𝒇𝒇 . 𝑾𝒊𝒍𝒍 𝒈𝒐 𝒕𝒉𝒆𝒓𝒆 𝒔𝒐𝒐𝒏 𝒕𝒐 𝒃𝒖𝒚 𝒔𝒐𝒎𝒆 𝒔𝒕𝒖𝒇𝒇 𝑰 𝒔𝒂𝒘. …|1
It is a good store. I enjoied scanning through items and I found what I needed and purchased.|1
Great for kids shopping,  i always find good stuff for my toddlers. Not much stuff for newborns though.|1
Situated in Westfield shopping centre. You will find cheap clothes|1
Just a quick pop in and out. Not to crowded and didn't find what I was looking for.  Overall it was fine.|1
My daughter got got lucky here with a pair of cut-offs from the sale rack which fit her perfectly when she tried them on. Okay ambience - less snooty and bombastic than Topshop and not frenetic and headache inducing like Westfield's Primark. My daughter didn't like shop mixtape though.|1
Its a nice shop as well where lots of collections are available although price little bit high|1
There is a lots of Hijabi tunics and dresses.|1
Nice shop clean very well laid out. Good fitting rooms. Not too busy but bought nothing feeling poor hence 4 stars.|1
Nice store not as big as expected but good|1
Needs more staff in areas but overall amazing place to shop peacefully|1
Cheap and best|1
The layout of the store is a bit confused other than that store is good enough that it has menswear and home collection.|1
Average HM store. Often lack size S in a lot of items, but still ok.|1
Always good selection of sizes in all products!  And staff always friendly & helpful!|1
Good space with good options . I love the homeware section more|1
Staff genuinely trying to be helpful but the store layout was confusing even for them.|1
Love the brand. I mostly buy my jeans here. If you want to keep up with the latest but affordable fashion; you should be shopping here.|1
Not too busy but hard social distancing in the shop which is the problem and not everyone cares about that. The shopping experience was good and lots on sale to choose from.|1
Always great to catch a look...... Homestuff is good looking!|1
Love this place always find something there i like.|1
The lights in store are very hot but a lovely shop for kids clothes great value for money|1
Lovely range of menswear on the cheaper side than some other stores nearby.|1
One of my favourite shop to buy to do shopping for my children|1
Always a good vibe in H&M good quality contemporary styles at prices that won't break the bank.|1
A small H&M but still managed to find a product and in my size.  Bear in mind, they only have one of each clothing almost in one in each size.  A very clean store.|1
Love a bit of H&M but there was not enough sleep suits  for my baby 12-18 months and or a wide range.|1
I didn't actually go in there, but I do like the shop.|1
Didn't buy anything, I just went to have a look and see what the place is about, loads of stuff some of it I would buy some I would not but that is down to taste anyway, I can't really comment on the staff and service as I had no interaction with them but the place looked alright.|1
Quite good brand and prices are reasonable, product design and qualities also good, I like the seasonal clothes especially kids clothes are   Nice subjected to heath and safety.|1
Busy but clothes are nice. Domt go during peak hours|1
Good sized store, with lots to offer.  Staff are helpful and friendly, despite it being very busy!|1
Lots of option for clothing.two floors as well|1
Good prices and not too bad clothes.|1
Great year end sales, very bright lights, many designs, I bought many kids clothing value for money..|1
